hgnc_symbol	mim_morbid
NOD2	609464
NOD2	607507
NOD2	266600
NOD2	186580
NODAL	270100
NOG	611377
NOG	186570
NOG	186500
NOG	185800
NOG	184460
NOL10	NA
NOL11	NA
NOL12	NA
NOL3	614937
NOL4	NA
NOL4L	NA
NOL6	NA
NOL7	NA
NOL8	NA
NOL9	NA
NOLC1	NA
NOM1	NA
NOMO1	NA
NOMO2	NA
NOMO3	NA
NONO	300967
NOP10	224230
NOP14	NA
NOP16	NA
NOP2	NA
NOP56	614153
NOP58	NA
NOP9	NA
NOS1	NA
NOS1AP	NA
NOS2	611162
NOS2	145500
NOS3	601367
NOS3	189800
NOS3	145500
NOS3	104300
NOSIP	NA
NOSTRIN	NA
NOTCH1	616028
NOTCH1	109730
NOTCH2	610205
NOTCH2	102500
NOTCH2NL	NA
NOTCH3	615293
NOTCH3	130720
NOTCH3	125310
NOTCH4	NA
NOTUM	NA
NOV	NA
NOVA1	NA
NOVA2	NA
NOX1	NA
NOX3	NA
NOX4	NA
NOX5	NA
NOXA1	NA
NOXO1	NA
NPAP1	176270
NPAS2	NA
NPAS3	NA
NPAS4	NA
NPAT	NA
NPB	NA
NPBWR1	NA
NPBWR2	NA
NPC1	257220
NPC2	607625
NPDC1	NA
NPEPL1	NA
NPEPPS	NA
NPFF	NA
NPFFR1	NA
NPFFR2	NA
NPHP1	609583
NPHP1	266900
NPHP1	256100
NPHP3	604387
NPHP3	267010
NPHP3	208540
NPHP4	606996
NPHP4	606966
NPHS1	256300
NPHS2	600995
NPIPA1	NA
NPIPA2	NA
NPIPA3	NA
NPIPA5	NA
NPIPA7	NA
NPIPA8	NA
NPIPB11	NA
NPIPB3	NA
NPIPB4	NA
NPIPB5	NA
NPIPB6	NA
NPIPB7	NA
NPIPB8	NA
NPIPB9	NA
NPL	NA
NPLOC4	NA
NPM1	NA
NPM2	NA
NPM3	NA
NPNT	NA
NPPA	615745
NPPA	612201
NPPB	NA
NPPC	NA
NPR1	NA
NPR2	616255
NPR2	615923
NPR2	602875
NPR3	NA
NPRL2	617116
NPRL3	617118
NPS	NA
NPSR1	608584
NPTN	NA
NPTX1	NA
NPTX2	NA
NPVF	NA
NPW	NA
NPY	NA
NPY1R	NA
NPY2R	NA
NPY4R	NA
NPY5R	NA
NQO1	NA
NQO2	114480
NR0B1	300200
NR0B1	300018
NR0B2	601665
NR1D1	NA
NR1D2	NA
NR1H2	NA
NR1H3	NA
NR1H4	617049
NR1I2	NA
NR1I3	NA
NR2C1	NA
NR2C2	NA
NR2C2AP	NA
NR2E1	NA
NR2E3	611131
NR2E3	268100
NR2F1	615722
NR2F2	615779
NR2F6	NA
NR3C1	615962
NR3C2	605115
NR3C2	177735
NR4A1	NA
NR4A2	168600
NR4A3	612237
NR5A1	613957
NR5A1	612965
NR5A1	612964
NR5A2	NA
NR6A1	NA
NRAP	NA
NRARP	NA
NRAS	614470
NRAS	613224
NRAS	249400
NRAS	188470
NRAS	163200
NRAS	162900
NRAS	137550
NRAS	114500
NRBF2	NA
NRBP1	NA
NRBP2	NA
NRCAM	NA
NRDC	NA
NREP	NA
NRF1	NA
NRG1	603013
NRG2	NA
NRG3	NA
NRG4	NA
NRGN	NA
NRIP1	NA
NRIP2	NA
NRIP3	NA
NRK	NA
NRL	613750
NRM	NA
NRP1	NA
NRP2	NA
NRROS	NA
NRSN1	NA
NRSN2	NA
NRTN	NA
NRXN1	614332
NRXN1	614325
NRXN2	NA
NRXN3	NA
NSA2	NA
NSD1	130650
NSD1	117550
NSDHL	NA
NSF	NA
NSFL1C	NA
NSL1	NA
NSMAF	NA
NSMCE1	NA
NSMCE2	NA
NSMCE3	NA
NSMCE4A	NA
NSMF	614838
NSRP1	NA
NSUN2	611091
NSUN3	NA
NSUN4	NA
NSUN5	NA
NSUN5P2	NA
NSUN7	NA
NT5C	NA
NT5C1A	NA
NT5C1B	NA
NT5C1B-RDH14	NA
NT5C2	NA
NT5C3A	266120
NT5C3B	NA
NT5DC2	NA
NT5E	211800
NT5M	NA
NTF3	NA
NTF4	613100
NTHL1	616415
NTM	NA
NTMT1	NA
NTN1	NA
NTN3	NA
NTN4	NA
NTNG1	NA
NTNG2	NA
NTPCR	NA
NTRK1	256800
NTRK1	155240
NTRK2	613886
NTRK3	NA
NTS	NA
NTSR1	NA
NTSR2	NA
NUAK1	NA
NUAK2	NA
NUB1	NA
NUBP1	NA
NUBP2	NA
NUBPL	252010
NUCB1	NA
NUCB2	NA
NUCKS1	NA
NUDC	NA
NUDCD1	NA
NUDCD2	NA
NUDCD3	NA
NUDT1	NA
NUDT10	NA
NUDT11	NA
NUDT12	NA
NUDT14	NA
NUDT15	616903
NUDT16	NA
NUDT16L1	NA
NUDT16P1	NA
NUDT18	NA
NUDT19	NA
NUDT2	NA
NUDT21	NA
NUDT22	NA
NUDT3	NA
NUDT4	NA
NUDT5	NA
NUDT6	NA
NUDT7	NA
NUDT9	NA
NUDT9P1	NA
NUF2	NA
NUFIP1	NA
NUFIP2	NA
NUGGC	NA
NUMA1	612376
NUMB	NA
NUMBL	NA
NUP107	616730
NUP133	NA
NUP153	NA
NUP155	615770
NUP160	NA
NUP188	NA
NUP205	616893
NUP210	NA
NUP214	613065
NUP35	NA
NUP37	NA
NUP43	NA
NUP50	NA
NUP54	NA
NUP58	NA
NUP62	271930
NUP62CL	NA
NUP85	NA
NUP88	NA
NUP93	616892
NUP98	NA
NUPL2	NA
NUPR1	NA
NUS1	617082
NUSAP1	NA
NUTF2	NA
NUTM1	NA
NUTM2A	NA
NUTM2B	NA
NUTM2D	NA
NUTM2E	NA
NUTM2F	NA
NVL	NA
NWD2	NA
NXF1	NA
NXF2	NA
NXF2B	NA
NXF3	NA
NXF5	NA
NXNL1	NA
NXPE1	NA
NXPE2	NA
NXPE3	NA
NXPE4	NA
NXPH1	NA
NXPH3	NA
NXPH4	NA
NXT1	NA
NXT2	NA
NYAP2	NA
NYNRIN	NA
NYX	310500
OARD1	NA
OAS1	222100
OAS2	NA
OAS3	NA
OASL	NA
OAT	258870
OAZ1	NA
OAZ2	NA
OAZ3	NA
OBP2B	NA
OBSCN	NA
OBSL1	612921
OC90	NA
OCA2	227220
OCA2	203200
OCEL1	NA
OCIAD1	NA
OCIAD2	NA
OCLN	251290
OCM2	NA
OCRL	309000
OCRL	300555
ODAM	NA
ODC1	NA
ODF1	NA
ODF2	NA
ODF2L	NA
ODF3	NA
ODF3B	NA
ODF3L2	NA
ODF4	NA
OFCC1	NA
OFD1	311200
OFD1	300804
OFD1	300424
OFD1	300209
OGDH	203740
OGDHL	NA
OGFOD1	NA
OGFOD2	NA
OGFOD3	NA
OGFR	NA
OGG1	144700
OGN	NA
OGT	NA
OIP5	NA
OIT3	NA
OLA1	NA
OLAH	NA
OLFM1	NA
OLFM2	NA
OLFM3	NA
OLFM4	NA
OLFML1	NA
OLFML2A	NA
OLFML2B	NA
OLFML3	NA
OLIG1	NA
OLIG2	NA
OLIG3	NA
OLR1	608446
OMA1	NA
OMD	NA
OMG	NA
OMP	NA
ONECUT1	NA
ONECUT3	NA
OOSP2	NA
OPA1	616896
OPA1	606657
OPA1	210000
OPA1	165500
OPA1	125250
OPA3	258501
OPA3	165300
OPALIN	NA
OPCML	167000
OPHN1	300486
OPLAH	260005
OPN1LW	303900
OPN1LW	303700
OPN1MW	303800
OPN1MW	303700
OPN1MW2	NA
OPN1MW3	NA
OPN1SW	190900
OPN3	NA
OPN4	NA
OPN5	NA
OPRD1	NA
OPRK1	NA
OPRL1	NA
OPRM1	NA
OPTC	NA
OPTN	613435
OPTN	606657
OPTN	137760
OR10A2	NA
OR10A3	NA
OR10A4	NA
OR10A5	NA
OR10A6	NA
OR10A7	NA
OR10AD1	NA
OR10AG1	NA
OR10C1	NA
OR10D3	NA
OR10G2	NA
OR10G3	NA
OR10G4	NA
OR10G7	NA
OR10G8	NA
OR10G9	NA
OR10H1	NA
OR10H2	NA
OR10H3	NA
OR10H4	NA
OR10H5	NA
OR10J1	NA
OR10J3	NA
OR10J5	NA
OR10K1	NA
OR10K2	NA
OR10P1	NA
OR10Q1	NA
OR10R2	NA
OR10S1	NA
OR10T2	NA
OR10V1	NA
OR10W1	NA
OR10X1	NA
OR10Z1	NA
OR11A1	NA
OR11G2	NA
OR11H1	NA
OR11H12	NA
OR11H2	NA
OR11H4	NA
OR11H6	NA
OR11L1	NA
OR12D2	NA
OR12D3	NA
OR13A1	NA
OR13C2	NA
OR13C3	NA
OR13C4	NA
OR13C5	NA
OR13C8	NA
OR13C9	NA
OR13D1	NA
OR13F1	NA
OR13G1	NA
OR13H1	NA
OR13J1	NA
OR14A16	NA
OR14A2	NA
OR14C36	NA
OR14I1	NA
OR14J1	NA
OR14K1	NA
OR1A1	NA
OR1A2	NA
OR1B1	NA
OR1C1	NA
OR1D2	NA
OR1D5	NA
OR1E1	NA
OR1E2	NA
OR1F1	NA
OR1G1	NA
OR1I1	NA
OR1J1	NA
OR1J2	NA
OR1J4	NA
OR1K1	NA
OR1L1	NA
OR1L3	NA
OR1L4	NA
OR1L6	NA
OR1L8	NA
OR1M1	NA
OR1N1	NA
OR1N2	NA
OR1Q1	NA
OR1S1	NA
OR1S2	NA
OR2A1	NA
OR2A12	NA
OR2A14	NA
OR2A2	NA
OR2A25	NA
OR2A4	NA
OR2A42	NA
OR2A5	NA
OR2A7	NA
OR2AE1	NA
OR2AG1	NA
OR2AG2	NA
OR2AK2	NA
OR2AP1	NA
OR2AT4	NA
OR2B11	NA
OR2B2	NA
OR2B3	NA
OR2B6	NA
OR2C1	NA
OR2C3	NA
OR2D2	NA
OR2D3	NA
OR2F1	NA
OR2F2	NA
OR2G2	NA
OR2G3	NA
OR2G6	NA
OR2H1	NA
OR2H2	NA
OR2J2	NA
OR2J3	615082
OR2K2	NA
OR2L13	NA
OR2L2	NA
OR2L3	NA
OR2L5	NA
OR2L8	NA
OR2M2	NA
OR2M3	NA
OR2M4	NA
OR2M5	NA
OR2M7	NA
OR2S2	NA
OR2T1	NA
OR2T10	NA
OR2T11	NA
OR2T12	NA
OR2T2	NA
OR2T27	NA
OR2T29	NA
OR2T3	NA
OR2T33	NA
OR2T34	NA
OR2T35	NA
OR2T4	NA
OR2T5	NA
OR2T6	NA
OR2T8	NA
OR2V1	NA
OR2V2	NA
OR2W1	NA
OR2W3	NA
OR2W5	NA
OR2Y1	NA
OR2Z1	NA
OR3A1	NA
OR3A2	NA
OR3A3	NA
OR4A15	NA
OR4A16	NA
OR4A47	NA
OR4A5	NA
OR4B1	NA
OR4C11	NA
OR4C12	NA
OR4C13	NA
OR4C15	NA
OR4C16	NA
OR4C3	NA
OR4C45	NA
OR4C46	NA
OR4C6	NA
OR4D1	NA
OR4D10	NA
OR4D11	NA
OR4D2	NA
OR4D5	NA
OR4D6	NA
OR4D9	NA
OR4E1	NA
OR4E2	NA
OR4F15	NA
OR4F16	NA
OR4F17	NA
OR4F21	NA
OR4F29	NA
OR4F3	NA
OR4F4	NA
OR4F5	NA
OR4F6	NA
OR4K1	NA
OR4K13	NA
OR4K14	NA
OR4K15	NA
OR4K17	NA
OR4K2	NA
OR4K5	NA
OR4L1	NA
OR4M1	NA
OR4M2	NA
OR4N2	NA
OR4N4	NA
OR4N5	NA
OR4P4	NA
OR4Q3	NA
OR4S1	NA
OR4S2	NA
OR4X1	NA
OR4X2	NA
OR51A2	NA
OR51A4	NA
OR51A7	NA
OR51B2	NA
OR51B4	NA
OR51B5	NA
OR51B6	NA
OR51D1	NA
OR51E1	NA
OR51E2	NA
OR51F1	NA
OR51F2	NA
OR51G1	NA
OR51G2	NA
OR51H1	NA
OR51I1	NA
OR51I2	NA
OR51J1	NA
OR51L1	NA
OR51M1	NA
OR51Q1	NA
OR51S1	NA
OR51T1	NA
OR51V1	NA
OR52A1	NA
OR52A5	NA
OR52B2	NA
OR52B4	NA
OR52B6	NA
OR52D1	NA
OR52E2	NA
OR52E4	NA
OR52E6	NA
OR52E8	NA
OR52H1	NA
OR52I1	NA
OR52I2	NA
OR52J3	NA
OR52K1	NA
OR52K2	NA
OR52L1	NA
OR52M1	NA
OR52N1	NA
OR52N2	NA
OR52N4	NA
OR52N5	NA
OR52R1	NA
OR52W1	NA
OR56A1	NA
OR56A3	NA
OR56A4	NA
OR56A5	NA
OR56B1	NA
OR56B4	NA
OR5A1	NA
OR5A2	NA
OR5AC2	NA
OR5AK2	NA
OR5AN1	NA
OR5AP2	NA
OR5AR1	NA
OR5AS1	NA
OR5AU1	NA
OR5B12	NA
OR5B17	NA
OR5B2	NA
OR5B21	NA
OR5B3	NA
OR5C1	NA
OR5D13	NA
OR5D14	NA
OR5D16	NA
OR5D18	NA
OR5F1	NA
OR5H1	NA
OR5H14	NA
OR5H15	NA
OR5H2	NA
OR5H6	NA
OR5I1	NA
OR5J2	NA
OR5K1	NA
OR5K2	NA
OR5K3	NA
OR5K4	NA
OR5L1	NA
OR5L2	NA
OR5M1	NA
OR5M10	NA
OR5M11	NA
OR5M3	NA
OR5M8	NA
OR5M9	NA
OR5P2	NA
OR5P3	NA
OR5R1	NA
OR5T1	NA
OR5T2	NA
OR5T3	NA
OR5V1	NA
OR5W2	NA
OR6A2	NA
OR6B1	NA
OR6B2	NA
OR6B3	NA
OR6C1	NA
OR6C2	NA
OR6C3	NA
OR6C4	NA
OR6C6	NA
OR6C65	NA
OR6C68	NA
OR6C70	NA
OR6C74	NA
OR6C75	NA
OR6C76	NA
OR6F1	NA
OR6K2	NA
OR6K3	NA
OR6K6	NA
OR6M1	NA
OR6N1	NA
OR6N2	NA
OR6P1	NA
OR6Q1	NA
OR6S1	NA
OR6T1	NA
OR6V1	NA
OR6X1	NA
OR6Y1	NA
OR7A10	NA
OR7A17	NA
OR7A5	NA
OR7C1	NA
OR7C2	NA
OR7D2	NA
OR7D4	NA
OR7E24	NA
OR7G1	NA
OR7G2	NA
OR7G3	NA
OR8A1	NA
OR8B12	NA
OR8B2	NA
OR8B3	NA
OR8B4	NA
OR8B8	NA
OR8D1	NA
OR8D2	NA
OR8D4	NA
OR8G1	NA
OR8G5	NA
OR8H1	NA
OR8H2	NA
OR8H3	NA
OR8I2	NA
OR8J1	NA
OR8J3	NA
OR8K1	NA
OR8K3	NA
OR8K5	NA
OR8S1	NA
OR8U1	NA
OR8U8	NA
OR9A2	NA
OR9A4	NA
OR9G1	NA
OR9G4	NA
OR9G9	NA
OR9I1	NA
OR9K2	NA
OR9Q1	NA
OR9Q2	NA
ORAI1	NA
ORAI2	NA
ORAI3	NA
ORAOV1	NA
ORC1	224690
ORC2	NA
ORC3	NA
ORC4	613800
ORC5	NA
ORC6	613803
ORM1	NA
ORM2	NA
ORMDL1	NA
ORMDL2	NA
ORMDL3	NA
OS9	NA
OSBP	NA
OSBP2	NA
OSBPL10	NA
OSBPL11	NA
OSBPL1A	NA
OSBPL2	616340
OSBPL5	NA
OSBPL6	NA
OSBPL8	NA
OSBPL9	NA
OSCAR	NA
OSCP1	NA
OSGEP	NA
OSGIN1	NA
OSGIN2	NA
OSM	NA
OSMR	105250
OSR1	NA
OSR2	NA
OSTC	NA
OSTCP1	NA
OSTF1	NA
OSTM1	259720
OTC	311250
OTOF	601071
OTOG	614945
OTOL1	NA
OTOP1	NA
OTOP2	NA
OTOR	NA
OTOS	NA
OTP	NA
OTUB1	NA
OTUB2	NA
OTUD1	NA
OTUD3	NA
OTUD4	NA
OTUD5	NA
OTUD6A	NA
OTUD6B	NA
OTUD7A	NA
OTUD7B	NA
OTULIN	617099
OTX1	NA
OTX2	613986
OTX2	610125
OVGP1	NA
OVOL1	NA
OVOL2	122000
OXA1L	NA
OXCT1	245050
OXCT2	NA
OXER1	NA
OXGR1	NA
OXLD1	NA
OXNAD1	NA
OXR1	NA
OXSM	NA
OXSR1	NA
OXT	NA
OXTR	NA
P2RX1	609821
P2RX2	608224
P2RX3	NA
P2RX4	NA
P2RX5	NA
P2RX6	NA
P2RX7	NA
P2RY1	NA
P2RY10	NA
P2RY11	NA
P2RY12	609821
P2RY13	NA
P2RY14	NA
P2RY2	NA
P2RY4	NA
P2RY6	NA
P2RY8	NA
P3H1	610915
P3H2	614292
P3H3	NA
P4HA1	NA
P4HA2	NA
P4HA3	NA
P4HB	112240
P4HTM	NA
PA2G4	NA
PAAF1	NA
PABPC1	NA
PABPC1L	NA
PABPC1L2A	NA
PABPC1L2B	NA
PABPC3	NA
PABPC4	NA
PABPC4L	NA
PABPC5	NA
PABPN1	164300
PACRG	NA
PACRGL	NA
PACS1	615009
PACS2	NA
PACSIN1	NA
PACSIN2	NA
PACSIN3	NA
PADI1	NA
PADI2	NA
PADI3	NA
PADI4	180300
PADI6	NA
PAEP	NA
PAF1	NA
PAFAH1B1	607432
PAFAH1B2	NA
PAFAH1B3	NA
PAFAH2	NA
PAG1	NA
PAGE1	NA
PAGE2	NA
PAGE3	NA
PAGE5	NA
PAGR1	NA
PAH	261600
PAICS	NA
PAIP1	NA
PAIP2	NA
PAIP2B	NA
PAK1	NA
PAK1IP1	NA
PAK2	NA
PAK3	NA
PAK4	NA
PAK5	NA
PAK6	NA
PALB2	613348
PALB2	610832
PALB2	189960
PALB2	114480
PALD1	NA
PALLD	606856
PALM	NA
PALM2	NA
PALM2-AKAP2	NA
PALM3	NA
PALMD	NA
PAM	NA
PAM16	613320
PAMR1	NA
PAN2	NA
PAN3	NA
PANK1	NA
PANK2	607236
PANK2	234200
PANK3	NA
PANK4	NA
PANX1	NA
PANX2	NA
PANX3	NA
PAOX	NA
PAPD4	NA
PAPD7	NA
PAPLN	NA
PAPOLA	NA
PAPOLB	NA
PAPOLG	NA
PAPPA	NA
PAPPA2	NA
PAPSS1	NA
PAPSS2	612847
PAQR3	NA
PAQR4	NA
PAQR5	NA
PAQR6	NA
PAQR7	NA
PARD3	NA
PARD3B	NA
PARD6A	NA
PARD6B	NA
PARD6G	NA
PARG	NA
PARK2	607572
PARK2	600116
PARK2	211980
PARK2	167000
PARK7	606324
PARL	NA
PARM1	NA
PARN	616371
PARN	616353
PARP1	NA
PARP10	NA
PARP11	NA
PARP12	NA
PARP14	NA
PARP15	NA
PARP16	NA
PARP2	NA
PARP3	NA
PARP4	NA
PARP9	NA
PARPBP	NA
PARS2	NA
PARVA	NA
PARVB	NA
PARVG	NA
PASD1	NA
PASK	NA
PATE1	NA
PATE3	NA
PATE4	NA
PATJ	NA
PATL1	NA
PATL2	NA
PATZ1	NA
PAWR	NA
PAX1	615560
PAX2	616002
PAX2	191830
PAX2	120330
PAX3	268220
PAX3	193500
PAX3	148820
PAX3	122880
PAX4	612227
PAX4	612225
PAX4	125853
PAX5	615545
PAX6	604229
PAX6	206700
PAX6	194072
PAX6	165550
PAX6	148190
PAX6	136520
PAX6	120430
PAX6	106210
PAX7	268220
PAX8	218700
PAX9	604625
PAXBP1	NA
PAXIP1	104300
PBDC1	NA
PBK	NA
PBLD	NA
PBRM1	NA
PBX1	NA
PBX2	NA
PBX3	NA
PBX4	NA
PBXIP1	NA
PC	266150
PCBD1	264070
PCBD2	NA
PCBP1	NA
PCBP2	NA
PCBP3	NA
PCBP4	NA
PCCA	606054
PCCB	606054
PCDH1	NA
PCDH10	NA
PCDH11X	NA
PCDH11Y	NA
PCDH12	NA
PCDH15	609533
PCDH15	602083
PCDH15	601067
PCDH17	NA
PCDH18	NA
PCDH19	300088
PCDH20	NA
PCDH7	NA
PCDH8	NA
PCDH9	NA
PCDHA1	NA
PCDHA10	NA
PCDHA11	NA
PCDHA12	NA
PCDHA13	NA
PCDHA2	NA
PCDHA3	NA
PCDHA4	NA
PCDHA5	NA
PCDHA6	NA
PCDHA7	NA
PCDHA8	NA
PCDHA9	NA
PCDHAC1	NA
PCDHAC2	NA
PCDHB1	NA
PCDHB10	NA
PCDHB11	NA
PCDHB12	NA
PCDHB13	NA
PCDHB14	NA
PCDHB15	NA
PCDHB16	NA
PCDHB2	NA
PCDHB3	NA
PCDHB4	NA
PCDHB5	NA
PCDHB6	NA
PCDHB7	NA
PCDHB8	NA
PCDHB9	NA
PCDHGA1	NA
PCDHGA10	NA
PCDHGA11	NA
PCDHGA12	NA
PCDHGA2	NA
PCDHGA3	NA
PCDHGA4	NA
PCDHGA5	NA
PCDHGA6	NA
PCDHGA7	NA
PCDHGA8	NA
PCDHGA9	NA
PCDHGB1	NA
PCDHGB2	NA
PCDHGB3	NA
PCDHGB4	NA
PCDHGB5	NA
PCDHGB6	NA
PCDHGB7	NA
PCDHGC3	NA
PCDHGC4	NA
PCDHGC5	NA
PCED1A	NA
PCED1B	NA
PCF11	NA
PCGF1	NA
PCGF2	NA
PCGF3	NA
PCGF5	NA
PCGF6	NA
PCID2	NA
PCIF1	NA
PCK1	261680
PCK2	261650
PCLO	608027
PCM1	188550
PCMT1	NA
PCMTD1	NA
PCMTD2	NA
PCNA	615919
PCNP	NA
PCNT	210720
PCNX3	NA
PCNX4	NA
PCOLCE	NA
PCOLCE2	NA
PCP4	NA
PCP4L1	NA
PCSK1	612362
PCSK1	600955
PCSK1N	NA
PCSK2	NA
PCSK4	NA
PCSK5	NA
PCSK6	NA
PCSK9	603776
PCTP	NA
PCYOX1	NA
PCYOX1L	NA
PCYT1A	608940
PCYT1B	NA
PCYT2	NA
PDAP1	NA
PDC	NA
PDCD1	NA
PDCD10	603285
PDCD11	NA
PDCD1LG2	NA
PDCD2	NA
PDCD2L	NA
PDCD4	NA
PDCD5	NA
PDCD6	NA
PDCD6IP	NA
PDCD7	NA
PDCL	NA
PDCL2	NA
PDCL3	NA
PDDC1	NA
PDE10A	NA
PDE11A	610475
PDE12	NA
PDE1A	NA
PDE1B	NA
PDE1C	NA
PDE2A	NA
PDE3A	112410
PDE3B	NA
PDE4A	NA
PDE4B	NA
PDE4C	NA
PDE4D	NA
PDE4DIP	NA
PDE5A	NA
PDE6A	613810
PDE6B	613801
PDE6B	163500
PDE6C	613093
PDE6D	615665
PDE6G	613582
PDE6G	268000
PDE6H	610024
PDE7A	NA
PDE7B	NA
PDE8A	NA
PDE8B	614190
PDE8B	609161
PDE9A	NA
PDF	NA
PDGFA	NA
PDGFB	615483
PDGFB	607907
PDGFB	607174
PDGFB	213600
PDGFC	NA
PDGFD	NA
PDGFRA	607685
PDGFRA	606764
PDGFRB	616592
PDGFRB	615007
PDGFRB	601812
PDGFRB	228550
PDGFRB	213600
PDGFRB	131440
PDGFRL	114550
PDHA1	312170
PDHA2	NA
PDHB	614111
PDHX	245349
PDIA2	NA
PDIA3	NA
PDIA4	NA
PDIA5	NA
PDIA6	NA
PDIK1L	NA
PDILT	NA
PDK1	NA
PDK2	NA
PDK3	NA
PDK4	NA
PDLIM1	NA
PDLIM2	NA
PDLIM3	NA
PDLIM4	166710
PDLIM5	NA
PDLIM7	NA
PDP1	608782
PDP2	NA
PDPK1	NA
PDPN	NA
PDPR	NA
PDRG1	NA
PDS5A	NA
PDS5B	NA
PDSS1	614651
PDSS2	614652
PDX1	606392
PDX1	606176
PDX1	260370
PDX1	125853
PDXDC1	NA
PDXK	NA
PDXP	NA
PDYN	610245
PDZD11	NA
PDZD2	NA
PDZD3	NA
PDZD4	NA
PDZD8	NA
PDZD9	NA
PDZK1	NA
PDZK1IP1	NA
PDZRN3	NA
PDZRN4	NA
PEA15	NA
PEAR1	NA
PEBP1	NA
PEBP4	NA
PECAM1	NA
PECR	NA
PEF1	NA
PEG10	NA
PEG3	NA
PELI1	NA
PELI2	NA
PELI3	NA
PELO	NA
PELP1	NA
PEMT	NA
PENK	NA
PEPD	170100
PER1	NA
PER2	604348
PER3	616882
PERP	NA
PES1	NA
PET100	220110
PET117	NA
PEX1	601539
PEX1	234580
PEX1	214100
PEX10	614871
PEX10	614870
PEX11A	NA
PEX11B	614920
PEX11G	NA
PEX12	614859
PEX12	266510
PEX13	614885
PEX13	614883
PEX14	614887
PEX16	614877
PEX16	614876
PEX19	614886
PEX2	614867
PEX2	614866
PEX26	614873
PEX26	614872
PEX3	614882
PEX5	NA
PEX5L	NA
PEX6	616617
PEX6	614863
PEX6	614862
PEX7	614879
PEX7	266500
PEX7	215100
PF4	NA
PF4V1	NA
PFAS	NA
PFDN1	NA
PFDN2	NA
PFDN4	NA
PFDN5	NA
PFDN6	NA
PFKFB1	NA
PFKFB2	NA
PFKFB3	NA
PFKFB4	NA
PFKL	NA
PFKM	232800
PFKP	NA
PFN1	614808
PFN2	NA
PFN3	NA
PFN4	NA
PGA3	169710
PGA4	NA
PGA5	NA
PGAM1	NA
PGAM2	261670
PGAM4	NA
PGAM5	NA
PGAP1	615802
PGAP2	NA
PGAP3	615716
PGBD1	NA
PGBD3	NA
PGC	NA
PGD	NA
PGF	NA
PGGHG	NA
PGK1	300653
PGK2	NA
PGLS	NA
PGLYRP1	NA
PGLYRP3	NA
PGLYRP4	NA
PGM1	NA
PGM2	NA
PGM2L1	NA
PGM3	615816
PGM5	NA
PGP	NA
PGR	264080
PGRMC1	NA
PGS1	NA
PHACTR1	NA
PHACTR3	NA
PHACTR4	NA
PHAX	NA
PHB	114480
PHB2	NA
PHC1	NA
PHC2	NA
PHC3	NA
PHF1	NA
PHF10	NA
PHF11	600807
PHF11	147050
PHF12	NA
PHF13	NA
PHF14	NA
PHF19	NA
PHF2	NA
PHF20	NA
PHF20L1	NA
PHF21A	NA
PHF23	NA
PHF3	NA
PHF5A	NA
PHF6	301900
PHF7	NA
PHF8	NA
PHGDH	601815
PHGDH	256520
PHGR1	NA
PHIP	NA
PHKA1	300559
PHKA2	306000
PHKB	261750
PHKG1	NA
PHKG2	613027
PHLDA1	NA
PHLDA2	NA
PHLDA3	NA
PHLDB1	NA
PHLDB2	NA
PHLPP1	NA
PHLPP2	NA
PHOSPHO1	NA
PHOSPHO2	NA
PHOX2A	602078
PHOX2B	613013
PHOX2B	209880
PHPT1	NA
PHRF1	NA
PHTF1	NA
PHTF2	NA
PHYH	266500
PHYHD1	NA
PHYHIP	NA
PHYHIPL	NA
PHYKPL	615011
PI15	NA
PI16	NA
PI3	NA
PI4K2A	NA
PI4K2B	NA
PI4KA	616531
PI4KAP2	NA
PI4KB	NA
PIANP	NA
PIAS1	NA
PIAS2	NA
PIAS3	NA
PIAS4	NA
PIBF1	NA
PICALM	NA
PICK1	NA
PID1	NA
PIDD1	NA
PIEZO1	616843
PIEZO1	194380
PIF1	NA
PIFO	NA
PIGA	300868
PIGA	300818
PIGB	NA
PIGC	NA
PIGF	NA
PIGG	616917
PIGH	NA
PIGK	NA
PIGL	280000
PIGM	610293
PIGN	NA
PIGO	614749
PIGP	NA
PIGQ	NA
PIGR	NA
PIGS	NA
PIGT	615399
PIGT	615398
PIGU	NA
PIGV	239300
PIGW	616025
PIGX	NA
PIGY	616809
PIH1D1	NA
PIH1D2	NA
PIH1D3	NA
PIK3AP1	NA
PIK3C2A	NA
PIK3C2B	NA
PIK3C2G	NA
PIK3C3	NA
PIK3CA	615108
PIK3CA	613659
PIK3CA	612918
PIK3CA	602501
PIK3CA	211980
PIK3CA	182000
PIK3CA	167000
PIK3CA	162900
PIK3CA	114550
PIK3CA	114500
PIK3CA	114480
PIK3CB	NA
PIK3CD	615513
PIK3CG	NA
PIK3IP1	NA
PIK3R1	616005
PIK3R1	615214
PIK3R1	269880
PIK3R2	603387
PIK3R3	NA
PIK3R4	NA
PIK3R5	615217
PIK3R6	NA
PIKFYVE	121850
PILRA	NA
PILRB	NA
PIM1	NA
PIM2	NA
PIM3	NA
PIN1	NA
PIN4	NA
PINK1	605909
PINLYP	NA
PINX1	NA
PIP	NA
PIP4K2A	NA
PIP4K2B	NA
PIP4K2C	NA
PIP5K1A	NA
PIP5K1B	NA
PIP5K1C	611369
PIP5KL1	NA
PIPOX	NA
PIR	NA
PIRT	NA
PISD	NA
