hgnc_symbol	mim_morbid
MAGEB10	NA
MAGEB16	NA
MAGEB18	NA
MAGEB2	NA
MAGEB3	NA
MAGEB4	NA
MAGEB5	NA
MAGEB6	NA
MAGEC1	NA
MAGEC2	NA
MAGEC3	NA
MAGED1	NA
MAGED2	300971
MAGED4B	NA
MAGEE1	NA
MAGEE2	NA
MAGEF1	NA
MAGEH1	NA
MAGEL2	615547
MAGEL2	176270
MAGI1	NA
MAGI2	NA
MAGI3	NA
MAGOH	NA
MAGOHB	NA
MAGT1	300853
MAK	614181
MAK16	NA
MAL	NA
MAL2	NA
MALL	NA
MALSU1	NA
MALT1	615468
MAMDC2	NA
MAML1	NA
MAML2	NA
MAML3	NA
MAMLD1	300758
MAN1A1	NA
MAN1A2	NA
MAN1B1	614202
MAN1C1	NA
MAN2A1	NA
MAN2A2	NA
MAN2B1	248500
MAN2B2	NA
MAN2C1	NA
MANBA	248510
MANBAL	NA
MANEA	NA
MANEAL	NA
MANF	NA
MANSC1	NA
MAOA	300615
MAOB	NA
MAP1A	NA
MAP1B	NA
MAP1LC3A	NA
MAP1LC3B	NA
MAP1LC3B2	NA
MAP1LC3C	NA
MAP1S	NA
MAP2	NA
MAP2K1	615279
MAP2K1	163950
MAP2K2	615280
MAP2K3	NA
MAP2K4	NA
MAP2K5	NA
MAP2K6	NA
MAP2K7	NA
MAP3K1	613762
MAP3K10	NA
MAP3K11	NA
MAP3K12	NA
MAP3K13	NA
MAP3K14	NA
MAP3K19	NA
MAP3K2	NA
MAP3K3	NA
MAP3K4	NA
MAP3K5	NA
MAP3K6	NA
MAP3K7	617137
MAP3K7	157800
MAP3K7CL	NA
MAP3K8	211980
MAP3K9	NA
MAP4	NA
MAP4K1	NA
MAP4K2	NA
MAP4K3	NA
MAP4K4	NA
MAP4K5	NA
MAP6	NA
MAP7	NA
MAP7D1	NA
MAP7D3	NA
MAP9	NA
MAPK1	NA
MAPK10	NA
MAPK11	NA
MAPK12	NA
MAPK13	NA
MAPK14	NA
MAPK15	NA
MAPK1IP1L	NA
MAPK3	NA
MAPK4	NA
MAPK6	NA
MAPK7	NA
MAPK8	NA
MAPK8IP1	125853
MAPK8IP2	NA
MAPK8IP3	NA
MAPK9	NA
MAPKAP1	NA
MAPKAPK2	NA
MAPKAPK3	617111
MAPKAPK5	NA
MAPKBP1	NA
MAPRE1	NA
MAPRE2	616734
MAPRE3	NA
MAPT	601104
MAPT	600274
MAPT	260540
MAPT	172700
MAPT	168600
MARC2	NA
MARCH1	NA
MARCH10	NA
MARCH2	NA
MARCH3	NA
MARCH4	NA
MARCH5	NA
MARCH6	NA
MARCH7	NA
MARCH8	NA
MARCKS	NA
MARCKSL1	NA
MARCO	NA
MARK1	NA
MARK2	NA
MARK3	NA
MARK4	NA
MARS	616280
MARS	615486
MARS2	616430
MARS2	611390
MARVELD1	NA
MARVELD2	610153
MARVELD3	NA
MAS1	NA
MAS1L	NA
MASP1	257920
MASP2	613791
MAST1	NA
MAST2	NA
MAST3	NA
MAST4	NA
MASTL	NA
MAT1A	250850
MAT2A	NA
MAT2B	NA
MATK	NA
MATN1	NA
MATN2	NA
MATN3	608728
MATN3	607078
MATN3	140600
MATN4	NA
MATR3	NA
MAU2	NA
MAVS	NA
MAX	171300
MAZ	NA
MB	NA
MB21D1	NA
MBD1	NA
MBD2	NA
MBD3	NA
MBD3L1	NA
MBD3L2	NA
MBD3L3	NA
MBD4	NA
MBD5	156200
MBD6	NA
MBIP	NA
MBL2	614372
MBNL1	NA
MBNL2	NA
MBNL3	NA
MBOAT1	NA
MBOAT2	NA
MBOAT7	NA
MBP	NA
MBTD1	NA
MBTPS1	NA
MBTPS2	308800
MBTPS2	308205
MBTPS2	300918
MC1R	613099
MC1R	613098
MC1R	266300
MC1R	203200
MC2R	202200
MC3R	607948
MC3R	602025
MC4R	601665
MC5R	NA
MCAM	NA
MCAT	NA
MCC	NA
MCCC1	NA
MCCC2	210210
MCCD1	NA
MCEE	251120
MCEMP1	NA
MCF2	NA
MCF2L	NA
MCFD2	613625
MCHR1	NA
MCHR2	NA
MCL1	NA
MCM10	NA
MCM2	616968
MCM3	NA
MCM3AP	NA
MCM3AP-AS1	NA
MCM4	609981
MCM5	NA
MCM6	223100
MCM7	NA
MCM8	612885
MCMBP	NA
MCOLN1	252650
MCOLN2	NA
MCOLN3	NA
MCPH1	251200
MCRIP2	NA
MCRS1	NA
MCTP2	NA
MCTS1	NA
MCUB	NA
MCUR1	NA
MDC1	NA
MDFI	NA
MDFIC	NA
MDGA1	NA
MDH1	NA
MDH2	NA
MDK	NA
MDM1	NA
MDM2	614401
MDM4	NA
MDN1	NA
MDS2	NA
ME1	NA
ME2	NA
ME3	NA
MEA1	NA
MEAF6	NA
MECOM	616738
MECP2	312750
MECP2	300673
MECP2	300496
MECP2	300260
MECP2	300055
MECR	NA
MED1	NA
MED10	NA
MED11	NA
MED12	309520
MED12	305450
MED12	300895
MED12L	NA
MED13	NA
MED13L	616789
MED13L	608808
MED14	NA
MED15	NA
MED16	NA
MED17	613668
MED18	NA
MED19	NA
MED20	NA
MED21	NA
MED22	NA
MED23	NA
MED24	NA
MED25	616449
MED25	605589
MED26	NA
MED27	NA
MED28	NA
MED29	NA
MED30	NA
MED31	NA
MED4	NA
MED6	NA
MED7	NA
MED8	NA
MED9	NA
MEDAG	NA
MEF2A	608320
MEF2B	NA
MEF2C	613443
MEF2D	NA
MEFV	249100
MEFV	134610
MEGF10	614399
MEGF11	NA
MEGF6	NA
MEGF8	614976
MEI1	NA
MEIS1	NA
MEIS2	NA
MELK	NA
MELTF	NA
MEMO1	NA
MEN1	131100
MEOX1	214300
MEOX2	NA
MEP1A	NA
MEP1B	NA
MEPCE	NA
MEPE	NA
MERTK	613862
MESDC1	NA
MESDC2	NA
MEST	NA
MET	616705
MET	607278
MET	605074
MET	114550
METAP1	NA
METAP2	NA
METTL1	NA
METTL11B	NA
METTL13	NA
METTL14	NA
METTL15	NA
METTL16	NA
METTL17	NA
METTL18	NA
METTL21A	NA
METTL21C	NA
METTL22	NA
METTL23	615942
METTL24	NA
METTL25	NA
METTL26	NA
METTL2A	NA
METTL2B	NA
METTL3	NA
METTL4	NA
METTL5	NA
METTL6	NA
METTL7A	NA
METTL7B	NA
METTL8	NA
METTL9	NA
MEX3A	NA
MEX3B	NA
MEX3C	NA
MEX3D	NA
MFAP1	NA
MFAP2	NA
MFAP3	NA
MFAP3L	NA
MFAP4	NA
MFAP5	616166
MFF	NA
MFGE8	NA
MFN1	NA
MFN2	617087
MFN2	609260
MFN2	601152
MFNG	NA
MFSD10	NA
MFSD11	NA
MFSD12	NA
MFSD13A	NA
MFSD2B	NA
MFSD3	NA
MFSD4B	NA
MFSD5	NA
MFSD6	NA
MFSD6L	NA
MFSD7	NA
MGA	NA
MGAM	NA
MGAM2	NA
MGARP	NA
MGAT1	NA
MGAT2	212066
MGAT3	NA
MGAT4A	NA
MGAT4B	NA
MGAT4C	NA
MGAT4D	NA
MGAT5	NA
MGAT5B	NA
MGEA5	NA
MGLL	NA
MGME1	615084
MGMT	NA
MGP	245150
MGRN1	NA
MGST1	NA
MGST2	NA
MGST3	NA
MIA	NA
MIA2	NA
MIA3	NA
MIB1	615092
MIB2	NA
MICA	NA
MICAL1	NA
MICALL1	NA
MICALL2	NA
MICB	NA
MICU1	615673
MICU3	NA
MID1	300000
MID1	189960
MID1IP1	NA
MID2	300928
MIDN	NA
MIEF1	NA
MIEF2	NA
MIEN1	NA
MIER1	NA
MIER2	NA
MIF	604302
MIF4GD	NA
MIIP	NA
MILR1	NA
MINA	NA
MINK1	NA
MINPP1	188470
MIOS	NA
MIOX	NA
MIP	615274
MIPEP	NA
MIPOL1	NA
MIR1-1	NA
MIR1-1HG	NA
MIR100	NA
MIR101-1	NA
MIR101-2	NA
MIR103A1	NA
MIR103A2	NA
MIR103B1	NA
MIR103B2	NA
MIR106B	NA
MIR107	NA
MIR10A	NA
MIR10B	NA
MIR122	NA
MIR124-2	NA
MIR124-3	NA
MIR125A	NA
MIR125B1	NA
MIR125B2	NA
MIR126	NA
MIR128-1	NA
MIR128-2	NA
MIR129-1	NA
MIR129-2	NA
MIR133B	NA
MIR135A1	NA
MIR135A2	NA
MIR135B	NA
MIR141	NA
MIR145	NA
MIR152	NA
MIR15B	NA
MIR16-1	NA
MIR16-2	NA
MIR181A1	NA
MIR181A2	NA
MIR181B1	NA
MIR181B2	NA
MIR181C	NA
MIR181D	NA
MIR183	NA
MIR193B	NA
MIR199A1	NA
MIR199A2	NA
MIR19B2	NA
MIR200A	NA
MIR200B	NA
MIR200C	NA
MIR210	NA
MIR221	NA
MIR222	NA
MIR223	NA
MIR23A	NA
MIR26A1	NA
MIR26A2	NA
MIR29A	NA
MIR29B1	NA
MIR30A	NA
MIR30B	NA
MIR30C1	NA
MIR30C2	NA
MIR30D	NA
MIR30E	NA
MIR31	NA
MIR32	NA
MIR326	NA
MIR331	NA
MIR335	NA
MIR345	NA
MIR34A	NA
MIR34B	NA
MIR373	NA
MIR4435-2HG	NA
MIR449A	NA
MIR451A	NA
MIR520A	NA
MIR520B	NA
MIR520C	NA
MIR520E	NA
MIR520G	NA
MIR520H	NA
MIR602	NA
MIR7-2	NA
MIR7-3	NA
MIR9-1	NA
MIR92A2	NA
MIR99A	NA
MIRLET7A1	NA
MIRLET7A2	NA
MIRLET7BHG	NA
MIRLET7C	NA
MIRLET7D	NA
MIRLET7E	NA
MIRLET7F1	NA
MIRLET7F2	NA
MIRLET7G	NA
MIRLET7I	NA
MIS12	NA
MIS18A	NA
MIS18BP1	NA
MISP	NA
MITD1	NA
MITF	NA
MKI67	NA
MKKS	605231
MKKS	236700
MKKS	209900
MKL1	NA
MKL2	NA
MKLN1	NA
MKNK1	NA
MKNK2	NA
MKRN1	NA
MKRN2	NA
MKRN2OS	NA
MKRN3	615346
MKRN3	176270
MKS1	617121
MKS1	615990
MKS1	249000
MKX	NA
MLANA	NA
MLC1	604004
MLEC	NA
MLF1	NA
MLF2	NA
MLH1	609310
MLH1	276300
MLH1	158320
MLH3	614385
MLH3	608089
MLIP	NA
MLKL	NA
MLLT1	NA
MLLT10	NA
MLLT3	NA
MLLT6	NA
MLN	NA
MLNR	NA
MLPH	609227
MLST8	NA
MLX	NA
MLXIP	NA
MLXIPL	194050
MLYCD	248360
MMAA	251100
MMAB	251110
MMACHC	277400
MMADHC	277410
MMD2	NA
MME	617018
MME	617017
MME	614692
MMGT1	NA
MMP1	606963
MMP1	226600
MMP10	NA
MMP11	NA
MMP12	NA
MMP13	602111
MMP13	250400
MMP14	277950
MMP15	NA
MMP16	NA
MMP17	NA
MMP19	611543
MMP2	259600
MMP20	612529
MMP21	616749
MMP23B	NA
MMP24	NA
MMP25	NA
MMP26	NA
MMP28	NA
MMP3	614466
MMP7	NA
MMP8	NA
MMP9	613073
MMRN1	NA
MMRN2	NA
MMS19	NA
MMS22L	NA
MN1	607174
MNAT1	NA
MND1	NA
MNDA	NA
MNS1	NA
MNT	NA
MNX1	176450
MOAP1	NA
MOB1A	NA
MOB1B	NA
MOB3A	NA
MOB3B	NA
MOB3C	NA
MOB4	NA
MOBP	NA
MOCOS	603592
MOCS1	252150
MOCS2	252160
MOCS3	NA
MOGAT1	NA
MOGAT2	NA
MOGAT3	NA
MOGS	606056
MOK	NA
MON1A	NA
MON1B	NA
MORC2	616688
MORC3	NA
MORC4	NA
MORF4L1	NA
MORF4L2	NA
MORN1	NA
MORN2	NA
MORN3	NA
MORN4	NA
MORN5	NA
MOS	NA
MOV10	NA
MOV10L1	NA
MOXD1	NA
MPC1	614741
MPC2	NA
MPDU1	609180
MPDZ	615219
MPEG1	NA
MPG	NA
MPHOSPH10	NA
MPHOSPH6	NA
MPHOSPH8	NA
MPHOSPH9	NA
MPI	602579
MPL	604498
MPL	601977
MPL	254450
MPLKIP	234050
MPO	254600
MPO	104300
MPP1	NA
MPP2	NA
MPP3	NA
MPP4	NA
MPP5	NA
MPP6	NA
MPP7	NA
MPPE1	NA
MPPED1	NA
MPPED2	NA
MPRIP	NA
MPST	NA
MPV17	256810
MPV17L	NA
MPV17L2	NA
MPZ	607791
MPZ	607736
MPZ	607677
MPZ	605253
MPZ	180800
MPZ	145900
MPZ	118200
MPZL1	NA
MPZL2	NA
MPZL3	NA
MR1	NA
MRAP2	615457
MRAS	NA
MRC1	NA
MRC2	NA
MRFAP1	NA
MRFAP1L1	NA
MRGBP	NA
MRGPRF	NA
MRGPRG	NA
MRGPRX1	NA
MRI1	NA
MRM1	NA
MRM3	NA
MRO	NA
MROH2A	NA
MROH2B	NA
MROH5	NA
MROH8	NA
MROH9	NA
MRPL1	NA
MRPL10	NA
MRPL11	NA
MRPL12	NA
MRPL13	NA
MRPL14	NA
MRPL15	NA
MRPL16	NA
MRPL17	NA
MRPL18	NA
MRPL19	NA
MRPL2	NA
MRPL20	NA
MRPL21	NA
MRPL22	NA
MRPL23	NA
MRPL24	NA
MRPL27	NA
MRPL28	NA
MRPL3	614582
MRPL30	NA
MRPL32	NA
MRPL33	NA
MRPL34	NA
MRPL35	NA
MRPL36	NA
MRPL37	NA
MRPL38	NA
MRPL39	NA
MRPL4	NA
MRPL40	NA
MRPL41	NA
MRPL42	NA
MRPL43	NA
MRPL44	615395
MRPL45	NA
MRPL46	NA
MRPL47	NA
MRPL48	NA
MRPL49	NA
MRPL50	NA
MRPL51	NA
MRPL52	NA
MRPL53	NA
MRPL54	NA
MRPL55	NA
MRPL57	NA
MRPL58	NA
MRPL9	NA
MRPS10	NA
MRPS11	NA
MRPS12	NA
MRPS14	NA
MRPS15	NA
MRPS16	610498
MRPS17	NA
MRPS18A	NA
MRPS18B	NA
MRPS18C	NA
MRPS2	NA
MRPS21	NA
MRPS22	611719
MRPS23	NA
MRPS24	NA
MRPS25	NA
MRPS26	NA
MRPS27	NA
MRPS28	NA
MRPS30	NA
MRPS31	NA
MRPS33	NA
MRPS34	NA
MRPS35	NA
MRPS36	NA
MRPS5	NA
MRPS6	NA
MRPS7	NA
MRPS9	NA
MRRF	NA
MRS2	NA
MRTO4	NA
MRVI1	NA
MS4A1	613495
MS4A12	NA
MS4A13	NA
MS4A14	NA
MS4A18	NA
MS4A2	147050
MS4A3	NA
MS4A4A	NA
MS4A4E	NA
MS4A5	NA
MS4A6A	NA
MS4A6E	NA
MS4A7	NA
MS4A8	NA
MSANTD2	NA
MSANTD3	NA
MSANTD3-TMEFF1	NA
MSC	NA
MSH2	276300
MSH2	158320
MSH2	120435
MSH3	617100
MSH3	608089
MSH4	NA
MSH5	NA
MSH6	NA
MSI1	NA
MSI2	NA
MSL1	NA
MSL2	NA
MSL3	NA
MSLN	NA
MSMB	611928
MSMO1	616834
MSN	NA
MSR1	614266
MSR1	176807
MSRA	NA
MSRB1	NA
MSRB2	NA
MSRB3	613718
MST1	NA
MST1R	NA
MSTN	614160
MSTO1	NA
MSX1	608874
MSX1	189500
MSX1	106600
MSX2	604757
MSX2	168550
MSX2	168500
MT-ATP6	551500
MT-ATP6	535000
MT-ATP8	NA
MT-CO1	540000
MT-CO1	500008
MT-CO2	540000
MT-CO3	540000
MT-CO3	535000
MT-CYB	540000
MT-CYB	535000
MT-ND1	540000
MT-ND1	535000
MT-ND2	535000
MT-ND3	NA
MT-ND4	535000
MT-ND4L	535000
MT-ND5	540000
MT-ND5	535000
MT-ND6	540000
MT-ND6	535000
MT-RNR1	500008
MT-RNR2	NA
MT1A	NA
MT1DP	NA
MT1F	NA
MT1G	NA
MT1H	NA
MT1HL1	NA
MT1M	NA
MT1P3	NA
MT1X	NA
MT2A	NA
MT3	NA
MT4	NA
MTA1	NA
MTA2	NA
MTA3	NA
MTAP	NA
MTBP	NA
MTCH1	NA
MTCH2	NA
MTCL1	NA
MTCP1	NA
MTDH	NA
MTERF1	NA
MTERF2	NA
MTERF3	NA
MTERF4	NA
MTF1	NA
MTF2	NA
MTFMT	614947
MTFP1	NA
MTFR1	NA
MTFR1L	NA
MTFR2	NA
MTG1	NA
MTG2	NA
MTHFD1	601634
MTHFD1L	NA
MTHFD2	NA
MTHFD2L	NA
MTHFR	601634
MTHFR	236250
MTHFR	188050
MTHFR	181500
MTHFS	NA
MTIF2	NA
MTIF3	NA
MTM1	310400
MTMR1	NA
MTMR10	NA
MTMR11	NA
MTMR12	NA
MTMR14	160150
MTMR2	601382
MTMR3	NA
MTMR4	NA
MTMR6	NA
MTMR7	NA
MTMR8	NA
MTMR9	NA
MTNR1A	NA
MTNR1B	125853
MTO1	614702
MTOR	616638
MTPAP	613672
MTPN	NA
MTR	601634
MTR	250940
MTRF1L	NA
MTRNR2L1	NA
MTRNR2L13	NA
MTRNR2L8	NA
MTRR	601634
MTRR	236270
MTSS1	NA
MTTP	605552
MTTP	200100
MTURN	NA
MTUS1	NA
MTUS2	NA
MTX1	NA
MTX2	NA
MUC1	174000
MUC12	NA
MUC13	NA
MUC15	NA
MUC16	NA
MUC17	NA
MUC19	NA
MUC2	NA
MUC20	NA
MUC21	NA
MUC22	NA
MUC3A	NA
MUC4	NA
MUC5AC	NA
MUC5B	178500
MUC6	NA
MUC7	600807
MUCL1	NA
MUL1	NA
MUM1	NA
MUM1L1	NA
MURC	NA
MUS81	NA
MUSK	616325
MUSK	208150
MUSTN1	NA
MUT	251000
MUTYH	613659
MUTYH	608456
MUTYH	132600
MVB12A	NA
MVB12B	NA
MVD	614714
MVK	610377
MVK	260920
MVK	175900
MVP	NA
MX1	NA
MX2	NA
MXD1	NA
MXD3	NA
MXD4	NA
MXI1	176807
MXRA5	NA
MXRA7	NA
MXRA8	NA
MYADM	NA
MYB	NA
MYBBP1A	NA
MYBL1	NA
MYBL2	NA
MYBPC1	NA
MYBPC2	NA
MYBPC3	615396
MYBPC3	115197
MYBPH	NA
MYBPHL	NA
MYC	113970
MYCBP	NA
MYCBP2	NA
MYCBPAP	NA
MYCL	NA
MYCN	189960
MYCN	164280
MYCT1	NA
MYD88	612260
MYD88	153600
MYDGF	NA
MYEF2	NA
MYF5	NA
MYF6	614408
MYH1	NA
MYH10	NA
MYH11	132900
MYH13	NA
MYH14	NA
MYH15	NA
MYH2	605637
MYH3	601680
MYH3	193700
MYH3	178110
MYH4	NA
MYH6	614090
MYH6	614089
MYH6	613252
MYH6	613251
MYH6	192600
MYH7	613426
MYH7	608358
MYH7	255310
MYH7	255160
MYH7	192600
MYH7	181430
MYH7	160500
MYH7B	NA
MYH8	608837
MYH8	158300
MYH9	605249
MYH9	603622
MYH9	600208
MYH9	155100
MYH9	153650
MYH9	153640
MYL1	NA
MYL10	NA
MYL12A	NA
MYL12B	NA
MYL2	608758
MYL3	608751
MYL4	NA
MYL5	NA
MYL6	NA
MYL6B	NA
MYL7	NA
MYL9	NA
MYLIP	NA
MYLK	613780
MYLK2	192600
MYLK3	NA
MYLK4	NA
MYLPF	NA
MYNN	NA
MYO10	NA
MYO15A	NA
MYO15B	NA
MYO16	NA
MYO18A	NA
MYO18B	616549
MYO19	NA
MYO1A	607841
MYO1B	NA
MYO1C	NA
MYO1D	NA
MYO1E	614131
MYO1F	NA
MYO1G	NA
MYO1H	NA
MYO3A	607101
MYO3B	NA
MYO5A	NA
MYO5B	251850
MYO5C	NA
MYO6	607821
MYO6	606346
MYO7A	NA
MYO7B	NA
MYO9A	NA
MYO9B	609753
MYOC	137750
MYOCD	NA
MYOD1	NA
MYOF	NA
MYOG	NA
MYOM1	NA
MYOM2	NA
MYOT	609200
MYOT	182920
MYOT	159000
MYOZ1	NA
MYOZ2	613838
MYOZ3	NA
MYPN	NA
MYPOP	NA
MYRIP	NA
MYSM1	NA
MYT1	NA
MYT1L	616521
MYZAP	NA
MZB1	NA
MZF1	NA
MZT1	NA
MZT2A	NA
MZT2B	NA
N4BP1	NA
N4BP2	NA
N4BP2L1	NA
N4BP2L2	NA
N6AMT1	NA
NAA10	309800
NAA10	300855
NAA11	NA
NAA15	NA
NAA16	NA
NAA20	NA
NAA25	NA
NAA30	NA
NAA35	NA
NAA38	NA
NAA40	NA
NAA50	NA
NAAA	NA
NAALAD2	NA
NAALADL1	NA
NAALADL2	NA
NAB1	NA
NAB2	NA
NABP1	NA
NABP2	NA
NACA	NA
NACAD	NA
NACC1	NA
NACC2	NA
NADK	NA
NADK2	616034
NADSYN1	NA
NAE1	NA
NAF1	NA
NAGA	609242
NAGA	609241
NAGK	NA
NAGLU	616491
NAGLU	252920
NAGPA	NA
NAGS	237310
NAIF1	NA
NAIP	NA
NALCN	616266
NALCN	615419
NAMPT	NA
NANOG	NA
NANOGNB	NA
NANOS1	615413
NANOS2	NA
NANOS3	NA
NANP	NA
NANS	610442
NAP1L1	NA
NAP1L2	NA
NAP1L3	NA
NAP1L4	NA
NAP1L5	NA
NAPA	NA
NAPB	NA
NAPEPLD	NA
NAPG	NA
NAPRT	NA
NAPSA	NA
NARF	NA
NARFL	NA
NARS	NA
NARS2	616239
NASP	NA
NAT1	NA
NAT10	NA
NAT14	NA
NAT2	243400
NAT6	NA
NAT8	NA
NAT8B	NA
NAT8L	614063
NAT9	NA
NATD1	NA
NAV1	NA
NAV2	NA
NAV3	NA
NAXD	NA
NAXE	NA
NBAS	616483
NBAS	614800
NBEA	NA
NBEAL1	NA
NBEAL2	139090
NBL1	NA
NBN	613065
NBN	609135
NBN	251260
NBPF10	NA
NBPF11	NA
NBPF12	NA
NBPF14	NA
NBPF15	NA
NBPF22P	NA
NBPF3	NA
NBPF4	NA
NBPF6	NA
NBPF8	NA
NBPF9	NA
NBR1	NA
NCALD	NA
NCAM1	NA
NCAM2	NA
NCAN	NA
NCAPD2	NA
NCAPD3	NA
NCAPG	NA
NCAPG2	NA
NCAPH	NA
NCAPH2	NA
NCBP1	NA
NCBP2	NA
NCBP2L	NA
NCBP3	NA
NCCRP1	NA
NCDN	NA
NCEH1	NA
NCF1	233700
NCF1C	NA
NCF2	233710
NCF4	613960
NCK1	NA
NCK2	NA
NCKAP1	NA
NCKAP1L	NA
NCKAP5	NA
NCKAP5L	NA
NCKIPSD	NA
NCL	NA
NCLN	NA
NCMAP	NA
NCOA1	NA
NCOA2	NA
NCOA3	NA
NCOA4	188550
NCOA5	NA
NCOA6	NA
NCOA7	NA
NCOR1	NA
NCOR2	NA
NCR1	NA
NCR2	NA
NCR3	609148
NCR3LG1	NA
NCS1	NA
NCSTN	142690
NDC1	NA
NDC80	NA
NDE1	NA
NDEL1	NA
NDFIP1	NA
NDFIP2	NA
NDN	176270
NDNF	NA
NDOR1	NA
NDP	310600
NDP	305390
NDRG1	601455
NDRG2	NA
NDRG4	NA
NDST1	616116
NDST2	NA
NDST3	NA
NDST4	NA
NDUFA1	252010
NDUFA10	NA
NDUFA11	252010
NDUFA12	256000
NDUFA13	607464
NDUFA2	256000
NDUFA3	NA
NDUFA4	NA
NDUFA4L2	NA
NDUFA5	NA
NDUFA6	NA
NDUFA7	NA
NDUFA8	NA
NDUFA9	256000
NDUFAB1	NA
NDUFAF1	252010
NDUFAF2	256000
NDUFAF2	252010
NDUFAF3	252010
NDUFAF4	252010
NDUFAF5	252010
NDUFAF6	NA
NDUFAF7	NA
NDUFB1	NA
NDUFB10	NA
NDUFB11	300952
NDUFB2	NA
NDUFB3	252010
NDUFB4	NA
NDUFB5	NA
NDUFB6	NA
NDUFB7	NA
NDUFB8	NA
NDUFB9	252010
NDUFC1	NA
NDUFC2	NA
NDUFS1	252010
NDUFS2	252010
NDUFS3	256000
NDUFS3	252010
NDUFS4	256000
NDUFS4	252010
NDUFS5	NA
NDUFS6	252010
NDUFS7	256000
NDUFS8	256000
NDUFV1	252010
NDUFV2	252010
NDUFV3	NA
NEB	256030
NEBL	NA
NECAB1	NA
NECAB2	NA
NECAB3	NA
NECAP1	615833
NECAP2	NA
NECTIN1	225060
NECTIN2	NA
NECTIN3	NA
NECTIN4	613573
NEDD1	NA
NEDD4	NA
NEDD4L	NA
NEDD8	NA
NEDD9	NA
NEFH	616924
NEFH	105400
NEFL	607734
NEFL	607684
NEFM	NA
NEGR1	NA
NEIL1	NA
NEIL2	NA
NEIL3	NA
NEK1	263520
NEK10	NA
NEK11	NA
NEK2	615565
NEK3	NA
NEK4	NA
NEK6	NA
NEK7	NA
NEK8	615415
NEK8	613824
NEK9	617025
NEK9	617022
NEK9	614262
NELFA	NA
NELFB	NA
NELFCD	NA
NELFE	NA
NELL1	NA
NELL2	NA
NEMF	NA
NEO1	NA
NEPRO	NA
NES	NA
NET1	NA
NEU1	256550
NEU2	NA
NEU3	NA
NEU4	NA
NEURL1	NA
NEURL1B	NA
NEURL2	NA
NEURL3	NA
NEURL4	NA
NEUROD1	606394
NEUROD1	125853
NEUROD2	NA
NEUROD4	NA
NEUROD6	NA
NEUROG1	NA
NEUROG3	610370
NEXN	613876
NEXN	613122
NF1	607785
NF1	601321
NF1	193520
NF1	162210
NF1	162200
NF2	607174
NF2	162091
NF2	101000
NFAM1	NA
NFASC	NA
NFATC1	NA
NFATC2	NA
NFATC2IP	NA
NFATC3	NA
NFATC4	NA
NFE2	NA
NFE2L1	NA
NFE2L2	NA
NFE2L3	NA
NFIA	NA
NFIB	NA
NFIC	NA
NFIL3	NA
NFIX	NA
NFKB1	616576
NFKB2	615577
NFKBIA	612132
NFKBIB	NA
NFKBID	NA
NFKBIE	NA
NFKBIL1	NA
NFKBIZ	NA
NFRKB	NA
NFS1	NA
NFU1	605711
NFX1	NA
NFYA	NA
NFYB	NA
NFYC	NA
NGB	NA
NGDN	NA
NGEF	NA
NGF	608654
NGFR	NA
NGLY1	615273
NGRN	NA
NHEJ1	611291
NHLH1	NA
NHLH2	NA
NHLRC1	254780
NHLRC2	NA
NHLRC3	NA
NHLRC4	NA
NHP2	613987
NHP2	224230
NHS	302350
NHS	302200
NHSL2	NA
NID1	NA
NID2	NA
NIF3L1	NA
NIFK	NA
NIM1K	NA
NIN	614851
NINJ1	NA
NINJ2	NA
NINL	NA
NIP7	NA
NIPA1	600363
NIPA2	NA
NIPAL1	NA
NIPAL2	NA
NIPAL3	NA
NIPAL4	612281
NIPBL	122470
NIPSNAP1	NA
NIPSNAP3A	NA
NIPSNAP3B	NA
NISCH	NA
NIT1	NA
NIT2	NA
NKAP	NA
NKAPL	NA
NKD1	NA
NKD2	NA
NKG7	NA
NKIRAS1	NA
NKIRAS2	NA
NKRF	NA
NKTR	NA
NKX2-1	610978
NKX2-1	188550
NKX2-1	118700
NKX2-2	NA
NKX2-3	NA
NKX2-5	614435
NKX2-5	614432
NKX2-5	225250
NKX2-5	217095
NKX2-5	187500
NKX2-5	108900
NKX2-6	217095
NKX3-1	NA
NKX3-2	613330
NKX6-1	NA
NKX6-2	NA
NLE1	NA
NLGN1	NA
NLGN2	NA
NLGN3	300494
NLGN3	300425
NLGN4X	300497
NLGN4X	300495
NLGN4Y	NA
NLK	NA
NLN	NA
NLRC3	NA
NLRC4	616115
NLRC4	616050
NLRC5	NA
NLRP1	615225
NLRP1	606579
NLRP10	NA
NLRP12	611762
NLRP2	NA
NLRP3	607115
NLRP3	191900
NLRP3	120100
NLRP4	NA
NLRP5	NA
NLRP7	NA
NLRP8	NA
NLRP9	NA
NLRX1	NA
NMB	NA
NMBR	NA
NMD3	NA
NME1	256700
NME1-NME2	NA
NME2	NA
NME3	NA
NME4	NA
NME5	NA
NME6	NA
NME7	NA
NME8	610852
NMI	NA
NMNAT1	608553
NMNAT2	NA
NMNAT3	NA
NMRAL1	NA
NMRK1	NA
NMRK2	NA
NMS	NA
NMT1	NA
NMT2	NA
NMU	NA
NMUR1	NA
NMUR2	NA
NNAT	NA
NNMT	NA
NNT	614736
NOA1	NA
NOB1	NA
NOBOX	611548
NOC2L	NA
NOC3L	NA
NOC4L	NA
NOCT	NA
NOD1	NA
